customer_id,signup_date,home_market,preferred_channel,loyalty_tier,last_visit_days_ago,visits_30d,visits_90d,visits_180d,hotel_nights_180d,dining_visits_90d,entertainment_visits_90d,spa_visits_90d,total_spend_180d,avg_spend_per_visit,email_open_rate,promotion_clicks_90d,prior_offer_count_180d,prior_offer_redemptions_180d,service_cases_180d,weekend_visit_share,booking_lead_days_avg,responded_to_campaign
107521,2022-07-08,GCC,WhatsApp,Bronze,25,4,6,14,1,3,8,1,2781.73,198.7,0.452,2,3,2,1,0.479,28.2,0
107522,2024-07-09,India,Email,Bronze,52,2,3,5,0,3,0,1,2047.54,409.51,0.0,1,0,0,0,0.652,13.7,0
107523,2025-02-08,GCC,WhatsApp,Bronze,88,2,5,7,0,0,1,0,1034.88,147.84,0.412,2,2,0,0,0.352,22.1,1
107524,2024-10-21,North America,Email,Silver,62,2,3,4,1,3,1,1,3366.24,841.56,0.537,7,2,0,0,0.314,30.8,1
107525,2026-01-15,GCC,Email,Silver,20,2,3,9,0,5,2,2,3746.32,416.26,0.32,1,1,1,0,0.296,17.3,1
107526,2025-02-27,Other,WhatsApp,Silver,79,0,0,3,1,3,1,1,4006.33,1335.44,0.647,0,1,1,1,0.222,21.2,1
107527,2025-05-31,North America,Email,Bronze,174,3,8,11,0,0,0,0,892.63,81.15,0.276,2,3,1,2,0.367,8.3,0
107528,2023-03-30,GCC,WhatsApp,Platinum,17,2,6,10,3,3,2,0,7041.54,704.15,,6,1,0,0,0.385,22.7,1
107529,2026-02-27,GCC,App Push,Bronze,32,0,0,2,0,1,0,0,324.19,162.1,0.376,1,3,0,0,0.55,9.6,0
107530,2024-09-20,India,Email,Bronze,32,4,8,11,1,3,1,0,2043.51,185.77,0.322,2,1,0,2,0.373,12.3,0
107531,2023-04-18,UK/EU,Email,Gold,12,6,11,18,4,2,4,1,6032.37,335.13,0.404,0,2,1,2,0.235,33.5,1
107532,2023-02-14,UAE,Email,Gold,4,2,6,10,4,2,0,1,5940.14,594.01,0.514,3,3,1,1,0.846,4.8,1
107533,2024-05-19,UAE,SMS,Bronze,1,3,3,6,1,5,2,0,2079.16,346.53,0.277,0,2,0,0,0.469,4.1,1
107534,2025-07-07,UAE,WhatsApp,Platinum,81,0,7,16,7,5,2,0,8339.26,521.2,0.357,2,4,1,1,0.797,7.4,1
107535,2025-01-25,UK/EU,App Push,Bronze,34,1,5,11,0,2,3,0,733.96,66.72,0.528,2,2,1,2,0.666,17.3,0
107536,2025-07-08,UK/EU,Email,Gold,36,3,6,11,3,2,1,0,4791.91,435.63,0.563,3,0,0,1,0.362,27.3,1
107537,2023-10-18,UAE,Email,Bronze,68,0,0,4,1,0,1,0,1954.33,488.58,0.672,1,2,1,0,0.388,19.2,1
107538,2025-03-29,India,Email,Bronze,3,0,1,2,1,1,1,1,2440.92,1220.46,0.351,1,1,0,0,0.723,15.8,1
107539,2023-12-02,UK/EU,Email,Gold,8,1,1,2,4,2,1,0,4647.97,2323.98,0.384,0,2,1,0,0.621,7.3,0
107540,2023-10-27,Other,SMS,Silver,72,0,0,0,1,2,0,0,4077.65,4077.65,0.629,0,1,0,0,0.453,19.6,0
107541,2022-09-15,UAE,App Push,Silver,45,0,4,7,1,1,1,1,3322.61,474.66,0.312,1,2,0,1,0.269,24.0,0
107542,2024-12-08,UAE,Email,Silver,7,0,1,1,2,0,0,0,3825.72,3825.72,0.46,0,0,0,0,0.448,17.6,0
107543,2022-08-16,GCC,WhatsApp,Bronze,55,0,2,2,0,0,2,0,580.23,290.12,0.626,1,3,0,0,0.717,19.5,0
107544,2024-10-25,India,SMS,Silver,24,0,2,10,3,3,2,0,3903.92,390.39,0.235,0,3,1,0,0.692,13.6,0
107545,2023-09-21,UAE,App Push,Silver,17,1,3,8,1,4,2,1,3621.24,452.66,0.527,2,0,0,3,0.224,24.7,0
107546,2023-10-18,UAE,App Push,Gold,7,5,11,17,3,6,4,0,5846.82,343.93,0.399,0,0,0,2,0.61,11.2,0
107547,2023-03-09,UK/EU,App Push,Silver,111,4,8,16,1,1,2,2,3345.34,209.08,0.573,3,0,0,1,0.476,24.6,0
107548,2024-07-20,India,SMS,Bronze,44,0,2,10,0,2,0,1,1988.98,198.9,0.623,1,0,0,1,0.238,22.4,0
107549,2023-04-14,UAE,Email,Bronze,44,0,2,4,1,5,1,0,2513.24,628.31,0.302,1,0,0,1,0.411,7.3,0
107550,2024-12-29,GCC,Email,Bronze,76,0,0,2,0,2,0,0,1073.63,536.82,0.515,0,0,0,0,0.693,30.7,0
107551,2024-06-18,UAE,Email,Bronze,19,0,1,8,0,4,2,1,2255.89,281.99,0.506,1,1,0,2,0.705,15.2,0
107552,2024-06-06,GCC,WhatsApp,Gold,20,1,2,7,2,2,1,1,5778.12,825.45,0.631,2,2,0,1,0.548,17.7,1
107553,2023-08-18,GCC,Phone,Bronze,41,2,5,8,2,1,0,0,2144.78,268.1,0.633,1,4,1,0,0.259,14.1,0
107554,2023-12-19,UAE,WhatsApp,Silver,34,4,5,12,4,3,4,0,4544.51,378.71,0.79,1,3,1,0,0.747,22.7,1
107555,2026-01-30,UAE,SMS,Bronze,33,1,5,8,0,2,2,1,2058.27,257.28,0.704,2,2,0,0,0.718,27.7,0
107556,2023-03-22,North America,Email,Bronze,76,0,0,3,0,0,0,0,1715.92,571.97,0.338,1,1,0,0,0.624,7.6,0
107557,2023-06-03,North America,WhatsApp,Silver,88,2,8,11,1,1,0,1,3528.52,320.77,0.371,2,4,0,1,0.662,32.4,0
107558,2025-12-23,UAE,Email,Bronze,22,1,2,4,0,3,0,0,1077.33,269.33,0.336,3,0,0,1,0.463,7.7,0
107559,2022-08-15,India,Email,Silver,67,2,5,13,1,4,1,0,3450.82,265.45,0.687,3,0,0,1,0.638,17.7,1
107560,2023-10-20,UAE,Email,Bronze,107,2,5,9,1,3,2,1,2819.93,313.33,0.416,4,1,1,1,0.513,25.1,1
107561,2026-01-20,UK/EU,App Push,Bronze,104,0,2,8,0,2,1,0,865.74,108.22,0.593,3,2,0,1,0.423,11.0,0
107562,2024-06-18,North America,SMS,Silver,21,2,3,10,1,5,2,0,4017.78,401.78,0.028,1,1,0,0,0.719,13.3,0
107563,2023-02-11,India,App Push,Silver,5,2,5,11,1,1,2,1,3602.87,327.53,0.451,1,1,0,1,0.57,23.3,0
107564,2025-04-16,India,SMS,Bronze,102,0,1,6,1,1,0,1,2829.32,471.55,0.5,1,1,0,0,0.427,8.2,0
107565,2022-09-25,GCC,WhatsApp,Silver,8,1,3,5,2,1,3,0,3396.35,679.27,0.219,1,0,0,1,0.467,22.5,0
107566,2024-09-30,UAE,App Push,Silver,139,2,7,18,3,4,1,0,4433.49,246.3,0.425,3,0,0,3,0.318,19.8,0
107567,2025-07-02,GCC,App Push,Gold,10,1,6,12,4,5,2,0,5861.5,488.46,0.332,1,0,0,2,0.465,23.8,1
107568,2024-12-28,UAE,Email,Bronze,45,3,7,15,1,6,2,0,2264.2,150.95,0.626,2,4,2,4,0.531,12.1,0
107569,2024-05-01,India,Email,Bronze,56,0,5,10,0,3,2,0,1665.71,166.57,0.329,0,4,1,1,0.442,5.8,0
107570,2023-09-10,GCC,Email,Silver,97,2,9,16,2,2,4,0,3212.46,200.78,0.391,4,2,1,0,0.573,8.4,0
107571,2022-10-03,UAE,SMS,Silver,32,1,3,4,2,1,1,0,3258.59,814.65,0.323,0,3,1,2,0.343,15.4,0
107572,2025-08-16,India,Email,Bronze,18,0,1,1,2,1,2,0,2809.37,2809.37,0.384,2,1,0,0,0.601,24.1,1
107573,2022-08-17,UK/EU,WhatsApp,Gold,27,1,3,7,2,6,0,2,5113.21,730.46,0.294,2,0,0,0,0.231,21.8,0
107574,2024-04-27,India,Email,Bronze,12,1,4,7,1,3,1,0,1938.96,276.99,,1,1,1,1,0.361,5.5,0
107575,2025-11-20,India,Phone,Gold,66,2,9,14,4,5,2,0,6226.17,444.73,0.287,0,2,1,2,0.338,13.8,0
107576,2022-10-05,North America,App Push,Bronze,44,2,5,8,1,0,5,0,2039.24,254.9,0.718,1,2,0,1,0.467,6.7,0
107577,2025-01-07,UAE,WhatsApp,Silver,53,3,4,4,2,1,0,0,4069.63,1017.41,0.078,0,0,0,0,0.421,23.4,0
107578,2023-12-16,India,WhatsApp,Bronze,11,0,1,3,0,2,1,0,526.37,175.46,0.356,1,3,1,0,0.473,11.4,0
107579,2023-08-27,GCC,Email,Silver,88,2,3,8,3,5,3,0,3861.53,482.69,0.604,0,1,0,2,0.375,11.0,0
107580,2026-05-02,UAE,Email,Bronze,55,3,9,16,0,2,0,0,2985.16,186.57,0.406,1,2,0,3,0.486,23.6,0
107581,2025-07-09,Other,SMS,Bronze,36,2,5,7,0,0,1,1,1577.66,225.38,0.641,0,1,1,0,0.567,32.0,1
107582,2023-09-13,GCC,App Push,Bronze,62,2,4,8,0,1,0,0,1419.89,177.49,0.558,2,2,1,1,0.368,8.1,0
107583,2025-02-11,GCC,Email,Gold,46,0,9,12,3,1,1,0,5266.24,438.85,0.326,2,0,0,2,0.546,23.0,0
107584,2026-05-08,UAE,SMS,Bronze,71,0,1,4,1,0,0,0,2997.86,749.46,0.485,2,0,0,0,0.602,18.4,0
107585,2026-04-18,Other,WhatsApp,Bronze,12,2,2,7,0,4,3,0,2370.85,338.69,0.553,2,2,2,0,0.973,19.9,1
107586,2023-02-25,North America,Email,Gold,0,2,7,13,4,5,3,1,5996.03,461.23,0.199,0,0,0,1,0.209,14.7,1
107587,2025-10-14,UAE,App Push,Gold,38,1,2,4,2,3,1,0,4908.12,1227.03,0.048,1,0,0,0,0.506,24.5,0
107588,2025-12-29,India,App Push,Bronze,31,1,1,5,0,0,1,0,827.59,165.52,0.595,1,5,1,0,0.368,28.6,0
107589,2024-03-08,UAE,Email,Bronze,38,2,2,11,2,1,3,0,3001.2,272.84,,0,3,1,1,0.718,20.3,0
107590,2025-12-02,UK/EU,WhatsApp,Bronze,23,0,7,11,0,8,4,0,2223.68,202.15,0.591,2,1,0,2,0.447,30.0,1
107591,2023-10-31,GCC,Email,Gold,6,1,4,11,2,2,0,1,4587.83,417.08,0.432,0,0,0,0,0.706,26.6,0
107592,2024-04-03,UAE,SMS,Silver,67,1,7,10,2,3,0,1,3563.81,356.38,0.256,2,0,0,0,0.443,24.0,1
107593,2023-11-06,India,App Push,Bronze,35,0,4,9,0,1,2,0,399.77,44.42,0.575,0,3,2,1,0.673,13.4,1
107594,2024-06-18,North America,Email,Bronze,216,0,3,9,1,2,1,0,2206.36,245.15,0.37,1,1,0,1,0.486,26.4,0
107595,2023-05-04,GCC,App Push,Silver,50,3,4,7,3,7,1,0,3683.28,526.18,0.404,2,0,0,2,0.418,11.2,0
107596,2023-11-12,UAE,Phone,Silver,90,0,0,2,2,3,0,0,3423.54,1711.77,0.25,2,3,1,0,0.43,28.9,1
107597,2024-10-05,Other,WhatsApp,Bronze,82,2,4,8,0,1,2,0,1643.65,205.46,0.582,0,1,0,0,0.579,13.5,0
107598,2026-04-30,UAE,Email,Platinum,11,2,7,8,6,5,5,0,-445.85,1010.31,0.269,2,1,0,0,0.506,25.9,0
107599,2025-04-25,GCC,Email,Gold,4,5,12,25,1,4,3,3,5174.72,206.99,0.75,1,2,2,2,0.381,25.5,1
107600,2025-11-15,India,SMS,Silver,51,1,8,16,2,5,3,0,3280.6,205.04,0.473,0,1,1,1,0.342,5.4,1
107601,2026-04-29,UAE,Email,Bronze,162,1,2,5,1,1,2,2,2783.66,556.73,0.597,1,0,0,0,0.417,21.9,0
107602,2025-04-26,UAE,Email,Silver,51,4,9,14,1,4,2,0,3487.53,249.11,0.206,2,2,0,1,0.38,24.4,0
107603,2025-07-30,UAE,Email,Bronze,23,0,4,7,1,3,0,1,3083.14,440.45,0.417,2,2,0,1,0.644,17.8,0
107604,2026-02-01,UAE,WhatsApp,Bronze,11,1,1,3,0,1,2,0,1688.19,562.73,0.503,1,1,0,1,0.511,17.9,0
107605,2025-03-01,India,Email,Bronze,35,0,2,4,0,1,2,0,1284.49,321.12,0.179,1,0,0,0,0.605,7.7,0
107606,2024-05-27,North America,Email,Gold,22,1,6,11,5,2,1,0,4854.53,441.32,0.451,0,2,0,0,0.373,8.3,0
107607,2025-09-09,UAE,WhatsApp,Bronze,5,6,11,14,1,3,3,0,2424.74,173.2,0.79,2,2,0,5,0.376,20.4,0
107608,2025-04-26,UK/EU,Email,Silver,12,1,2,4,1,3,2,1,3501.15,875.29,0.435,1,1,0,0,0.785,23.7,1
107609,2026-04-23,GCC,Email,Silver,63,1,2,2,2,0,0,1,4484.38,2242.19,0.343,1,4,1,0,0.475,28.4,0
107610,2026-03-10,UAE,Email,Bronze,87,2,7,9,3,2,1,0,2611.9,290.21,0.381,1,1,0,1,0.481,20.5,0
107611,2025-10-08,India,Email,Gold,106,1,4,6,3,1,3,1,6038.28,1006.38,0.341,0,0,0,1,0.577,19.9,0
107612,2024-08-12,UAE,Email,Gold,108,0,0,1,0,1,0,2,4950.03,4950.03,0.549,3,0,0,0,0.681,30.3,0
107613,2023-10-12,India,Email,Bronze,66,1,2,8,0,0,0,0,1654.31,206.79,0.45,3,1,1,0,0.666,31.2,0
107614,2023-04-20,GCC,SMS,Silver,96,1,4,4,1,2,1,0,3470.53,867.63,0.5,2,3,0,0,0.433,26.6,0
107615,2023-12-03,India,Email,Silver,16,1,10,19,2,6,2,0,3993.73,210.2,0.814,1,2,2,0,0.642,0.0,1
107616,2023-12-21,North America,Email,Bronze,24,1,3,8,0,0,0,0,284.18,35.52,0.206,0,2,1,1,0.758,0.2,0
107617,2022-09-21,UAE,WhatsApp,Bronze,86,2,5,9,1,2,0,0,1932.95,214.77,0.449,1,0,0,1,0.541,12.0,0
107618,2025-05-21,Other,WhatsApp,Bronze,61,1,1,1,2,2,1,0,2915.05,2915.05,0.419,4,0,0,0,0.337,23.5,0
107619,2023-04-06,UAE,SMS,Platinum,10,4,6,16,4,8,4,0,7936.73,496.05,0.442,2,3,0,0,0.54,33.6,1
107620,2022-09-20,UAE,App Push,Silver,28,2,5,7,2,1,0,1,4380.57,625.8,0.312,1,2,1,1,0.615,27.9,0
107621,2024-03-01,UAE,WhatsApp,Bronze,2,0,0,0,1,0,0,0,3010.8,3010.8,0.51,1,1,0,0,0.413,45.9,0
107622,2023-02-05,UK/EU,WhatsApp,Gold,35,1,2,7,3,2,0,2,5686.33,812.33,0.518,2,2,0,0,0.847,35.2,0
107623,2025-11-06,India,SMS,Bronze,1,2,7,13,1,5,0,0,1980.82,152.37,0.441,2,4,2,0,0.399,1.7,1
107624,2022-12-12,Other,Email,Silver,61,0,3,5,1,2,0,0,4037.18,807.44,0.546,1,3,1,0,0.327,29.4,1
107625,2024-03-06,UK/EU,SMS,Silver,22,0,4,13,2,7,2,0,3907.76,300.6,0.603,0,3,0,0,0.259,20.9,0
107626,2025-07-09,GCC,SMS,Bronze,37,1,3,5,0,0,2,0,774.88,154.98,0.398,3,2,1,0,0.64,18.1,1
107627,2026-02-22,North America,Phone,Silver,23,3,7,12,2,3,6,0,4222.82,351.9,0.74,3,2,1,2,0.504,24.5,1
107628,2023-07-27,Other,Phone,Silver,28,1,3,4,2,2,2,1,3247.3,811.82,0.22,0,3,0,0,0.237,29.7,0
107629,2024-09-12,UK/EU,Email,Bronze,35,0,2,7,0,2,1,1,1648.92,235.56,0.323,1,1,0,0,0.425,20.8,0
107630,2025-03-04,India,Phone,Silver,24,1,5,7,1,2,2,1,3186.19,455.17,0.503,2,1,0,0,0.433,40.1,1
107631,2024-11-09,North America,WhatsApp,Bronze,71,0,3,9,1,5,3,0,1858.49,206.5,0.31,0,1,0,1,0.648,15.6,0
107632,2022-07-04,UAE,WhatsApp,Bronze,10,0,2,3,1,1,2,1,3134.61,1044.87,0.477,1,1,1,0,0.498,15.8,0
107633,2024-09-17,North America,App Push,Gold,5,0,3,9,4,6,7,0,4579.79,508.87,0.405,0,0,0,0,0.233,13.7,0
107634,2026-01-29,Other,Email,Bronze,92,2,3,6,1,2,2,0,2369.94,394.99,0.453,0,2,0,2,0.764,8.0,0
107635,2025-04-16,India,SMS,Platinum,42,1,3,8,2,2,4,1,6568.02,821.0,0.416,2,1,0,0,0.508,40.2,0
107636,2025-10-26,UAE,App Push,Bronze,6,0,1,4,0,1,0,0,562.57,140.64,0.389,0,4,1,1,0.347,33.6,0
107637,2023-09-14,UAE,Email,Bronze,32,1,3,5,0,1,3,0,2547.82,509.56,0.304,0,0,0,0,0.377,15.7,0
107638,2023-04-03,Other,WhatsApp,Silver,69,0,2,4,0,0,1,0,3289.6,822.4,0.394,0,2,1,1,0.463,35.4,1
107639,2023-02-04,North America,App Push,Bronze,80,0,1,5,1,2,3,0,2959.35,591.87,0.346,0,3,1,0,0.543,21.2,0
107640,2023-11-28,UK/EU,App Push,Platinum,44,3,14,27,6,10,12,0,7958.07,294.74,0.475,1,3,1,4,0.475,5.1,0
107641,2023-05-19,Other,Email,Bronze,162,0,0,3,0,2,0,1,2463.72,821.24,0.279,0,2,0,0,0.313,23.0,0
107642,2024-10-02,India,WhatsApp,Bronze,16,0,2,5,1,0,3,0,1676.43,335.29,0.247,0,2,1,1,0.413,2.0,0
107643,2023-12-06,North America,Email,Silver,97,1,4,10,3,7,4,0,4272.8,427.28,0.403,3,4,2,1,0.73,31.2,0
107644,2025-12-20,UAE,App Push,Silver,58,1,6,15,2,1,4,0,3323.26,221.55,0.259,0,4,0,1,0.367,28.9,1
107645,2024-04-12,UAE,SMS,Gold,79,0,4,5,4,3,2,1,5544.83,1108.97,0.366,0,3,1,0,0.675,31.5,0
107646,2024-03-15,India,WhatsApp,Bronze,151,1,4,6,0,1,3,1,2216.06,369.34,0.279,1,2,1,3,0.552,21.1,0
107647,2026-04-07,GCC,App Push,Platinum,13,8,17,43,6,15,8,1,9745.6,226.64,0.248,3,1,0,4,0.331,11.6,1
107648,2024-03-28,GCC,SMS,Silver,28,3,8,11,0,3,2,1,3245.43,295.04,0.435,5,1,0,1,0.576,29.5,0
107649,2023-07-23,UK/EU,SMS,Bronze,49,0,2,10,0,0,2,0,2298.1,229.81,0.486,2,3,2,0,0.506,7.5,0
107650,2024-12-12,UAE,SMS,Silver,75,1,5,13,2,4,1,0,3888.16,299.09,0.616,0,1,0,0,0.264,12.0,1
107651,2024-04-02,UK/EU,WhatsApp,Platinum,127,3,9,15,3,4,2,1,6828.11,455.21,0.394,3,2,1,2,0.214,29.8,0
107652,2025-04-07,UAE,WhatsApp,Bronze,1,0,0,0,0,1,1,0,-469.87,915.59,0.134,1,1,0,0,0.49,20.6,1
107653,2025-04-29,North America,App Push,Silver,30,2,6,15,2,4,1,1,3671.58,244.77,0.29,1,1,1,4,0.64,21.6,0
107654,2025-11-17,UAE,Email,Bronze,14,1,2,4,0,0,0,0,773.25,193.31,0.386,1,1,1,1,0.353,28.0,1
107655,2025-02-07,UK/EU,Email,Platinum,68,2,10,18,4,6,2,1,7069.58,392.75,0.212,1,1,0,5,0.566,26.8,1
107656,2023-03-30,India,SMS,Bronze,6,1,5,12,0,3,1,0,526.02,43.84,0.57,2,0,0,0,0.649,22.8,0
107657,2022-09-22,GCC,Email,Bronze,111,1,5,12,2,3,3,0,2892.44,241.04,0.385,0,2,0,4,0.534,2.5,0
107658,2023-11-25,UAE,WhatsApp,Bronze,10,2,5,8,0,2,0,0,1563.77,195.47,0.507,1,2,0,1,0.319,19.6,1
107659,2023-12-11,UAE,SMS,Bronze,108,0,1,2,0,3,1,0,1911.78,955.89,0.49,1,0,0,0,0.666,24.1,0
107660,2023-12-26,GCC,Email,Gold,0,3,7,18,3,8,5,0,4790.2,266.12,0.158,0,0,0,1,0.458,32.6,0
107661,2024-07-10,UAE,WhatsApp,Gold,59,0,2,4,1,2,2,0,4940.33,1235.08,0.402,1,1,0,0,0.382,37.3,0
107662,2024-09-24,UAE,Email,Gold,0,6,16,29,3,4,4,1,5186.69,178.85,0.439,0,3,2,3,0.72,22.1,1
107663,2023-12-16,UK/EU,WhatsApp,Silver,80,1,3,6,1,0,1,0,3736.93,622.82,0.562,1,2,0,0,0.268,52.9,0
107664,2023-04-26,UAE,Email,Bronze,28,0,0,3,2,2,0,0,2912.6,970.87,0.422,1,1,1,0,0.646,19.9,1
107665,2024-10-07,UAE,Email,Gold,29,2,9,16,4,5,7,0,5375.25,335.95,0.542,2,0,0,2,0.368,11.8,0
107666,2024-03-03,GCC,Email,Silver,65,0,1,3,3,1,0,1,3688.33,1229.44,0.448,3,2,0,2,0.429,21.3,0
107667,2024-07-18,GCC,SMS,Bronze,17,1,4,12,1,3,2,0,2387.43,198.95,0.42,1,2,0,2,0.569,16.6,0
107668,2025-04-08,India,WhatsApp,Bronze,14,1,3,10,1,4,5,0,2800.47,280.05,0.293,1,1,0,1,0.26,21.6,0
107669,2025-04-01,India,WhatsApp,Bronze,98,1,3,4,0,0,0,0,989.15,247.29,0.308,1,2,0,0,0.682,9.7,0
107670,2026-01-29,India,Email,Bronze,4,3,6,9,1,2,3,0,1785.04,198.34,0.216,0,0,0,0,0.673,22.2,0
107671,2024-08-31,GCC,WhatsApp,Silver,39,3,9,15,1,6,4,1,4553.42,303.56,0.353,1,0,0,1,0.362,3.8,0
107672,2023-08-07,GCC,SMS,Bronze,33,0,1,5,1,0,0,0,2413.69,482.74,0.076,1,0,0,0,0.651,24.6,0
107673,2023-09-14,UAE,WhatsApp,Silver,23,1,5,7,1,3,2,0,3571.39,510.2,0.452,2,3,3,0,0.574,6.2,0
107674,2022-07-12,UK/EU,Email,Bronze,89,0,4,11,0,1,0,0,1327.96,120.72,0.505,2,2,2,1,0.779,22.9,0
107675,2026-03-25,UAE,WhatsApp,Bronze,23,1,4,12,0,3,1,0,957.6,79.8,0.492,0,0,0,1,0.301,14.8,0
107676,2023-05-30,North America,WhatsApp,Bronze,39,1,9,13,2,1,1,0,2815.06,216.54,0.45,1,4,2,3,0.454,13.6,0
107677,2023-04-11,India,WhatsApp,Gold,34,0,7,12,5,4,0,0,5985.64,498.8,0.353,1,2,0,1,0.493,3.4,0
107678,2024-09-04,India,SMS,Bronze,23,1,2,5,0,3,3,0,1877.27,375.45,0.543,1,2,1,0,0.441,7.4,1
107679,2025-04-12,India,Email,Gold,66,0,3,11,3,3,0,0,6355.36,577.76,0.376,3,1,1,0,0.52,35.5,0
107680,2024-12-27,Other,Email,Bronze,52,0,1,4,0,2,0,0,1156.8,289.2,0.513,0,1,0,0,0.818,15.6,0
107681,2023-09-18,GCC,App Push,Gold,37,1,3,11,3,2,0,1,5749.56,522.69,0.313,2,0,0,0,0.497,29.1,1
107682,2023-01-05,GCC,WhatsApp,Bronze,105,5,5,12,1,4,0,0,2767.84,230.65,0.382,4,2,1,0,0.568,13.7,0
107683,2023-11-14,North America,SMS,Bronze,51,5,11,15,1,3,2,0,3098.09,206.54,0.455,3,4,1,1,0.711,17.3,1
107684,2024-05-16,India,SMS,Bronze,40,0,2,8,1,0,0,0,2020.06,252.51,0.333,0,5,1,1,0.782,34.4,0
107685,2023-10-31,GCC,Email,Bronze,86,1,2,8,0,1,1,0,1102.68,137.84,0.434,4,0,0,4,0.406,13.2,0
107686,2026-02-10,UAE,Email,Bronze,12,0,2,7,1,3,2,1,2670.14,381.45,0.458,1,3,2,1,0.567,8.8,1
107687,2024-01-03,UAE,WhatsApp,Gold,99,3,11,31,6,11,3,0,6001.82,193.61,0.401,0,1,1,6,0.298,0.0,1
107688,2026-03-22,UK/EU,Email,Bronze,10,0,0,3,1,0,0,1,2766.82,922.27,0.218,1,1,1,0,0.628,25.2,1
107689,2022-08-19,UAE,App Push,Bronze,11,1,2,4,0,1,0,1,2635.89,658.97,0.42,0,2,1,0,0.247,22.8,0
107690,2022-11-27,UAE,Email,Platinum,0,3,8,20,5,6,2,0,6925.0,346.25,0.548,4,4,2,3,0.655,26.8,1
107691,2024-05-25,UAE,WhatsApp,Bronze,42,0,2,5,1,4,1,1,2506.48,501.3,0.205,1,1,0,0,0.504,12.7,0
107692,2024-12-03,Other,Email,Bronze,30,0,2,7,1,2,1,1,2534.62,362.09,0.69,2,1,1,0,0.404,20.5,1
107693,2023-07-09,India,App Push,Bronze,32,0,1,5,0,2,0,2,3082.28,616.46,0.439,1,1,0,1,0.381,27.3,1
107694,2023-11-22,GCC,App Push,Gold,34,1,2,5,1,3,2,1,4674.04,934.81,0.343,0,0,0,1,0.499,32.3,0
107695,2023-08-17,North America,Email,Gold,13,2,4,8,2,1,1,1,5729.42,716.18,0.319,1,1,0,0,0.575,22.2,1
107696,2024-05-14,GCC,SMS,Silver,90,4,5,6,2,5,2,0,3176.5,529.42,0.389,1,1,0,0,0.642,27.9,1
107697,2025-06-18,UK/EU,Phone,Platinum,47,1,6,11,5,8,2,0,7521.66,683.79,0.222,0,1,0,2,0.454,25.2,0
107698,2026-02-06,UK/EU,WhatsApp,Bronze,42,4,5,10,1,5,3,1,2850.11,285.01,0.502,2,2,0,2,0.337,9.2,1
107699,2025-04-11,GCC,Email,Bronze,94,0,0,3,0,0,0,0,1055.74,351.91,0.58,0,3,0,0,0.547,19.9,0
107700,2024-04-25,UK/EU,WhatsApp,Platinum,23,5,12,34,7,6,4,0,9536.75,280.49,0.335,0,4,1,4,0.291,10.6,1
107701,2024-09-22,Other,Email,Gold,50,1,6,12,2,4,1,2,5879.19,489.93,0.367,4,1,0,1,0.293,17.1,1
107702,2024-05-27,UAE,Email,Bronze,40,0,0,1,0,1,0,0,2278.95,2278.95,0.236,1,0,0,0,0.387,26.3,0
107703,2025-04-19,UAE,App Push,Silver,72,0,1,6,2,5,2,0,3294.7,549.12,0.323,1,2,0,1,0.461,9.0,0
107704,2022-09-18,North America,Phone,Silver,25,0,3,10,2,2,1,0,3652.15,365.22,0.607,3,1,0,1,0.854,14.9,1
107705,2024-12-13,GCC,Email,Gold,12,3,5,6,5,4,3,0,5687.22,947.87,0.636,1,1,1,0,0.643,14.6,0
107706,2023-01-27,India,SMS,Bronze,127,2,5,9,0,1,1,0,840.92,93.44,0.315,3,1,0,1,0.716,10.5,0
107707,2024-11-08,UAE,Email,Platinum,24,2,4,7,5,3,1,0,6871.12,981.59,0.458,3,1,0,1,0.457,22.1,1
107708,2024-08-25,North America,App Push,Bronze,82,0,3,3,1,1,1,0,1727.47,575.82,0.504,1,5,1,0,0.346,17.8,0
107709,2024-01-09,UK/EU,App Push,Bronze,142,0,0,0,0,1,0,0,441.56,441.56,0.42,1,1,0,0,0.421,29.3,0
107710,2025-05-10,Other,App Push,Bronze,90,1,12,18,2,4,1,0,2647.71,147.1,0.206,0,2,0,1,0.625,11.8,0
107711,2025-07-11,GCC,Email,Gold,66,2,5,10,2,4,4,2,4743.22,474.32,0.46,6,0,0,2,0.161,28.0,1
107712,2024-11-25,Other,Email,Bronze,27,0,1,2,0,0,0,0,550.26,275.13,0.676,3,1,0,1,0.535,27.6,1
107713,2023-03-28,India,SMS,Silver,39,4,5,8,2,3,2,0,3499.32,437.42,0.424,0,2,1,0,0.394,14.1,0
107714,2025-10-27,India,Email,Bronze,68,0,6,10,1,2,4,0,1905.97,190.6,0.305,5,5,3,1,0.407,28.2,0
107715,2024-09-03,India,Email,Silver,39,2,11,23,2,7,4,0,3353.88,145.82,0.173,1,2,1,0,0.499,12.3,1
107716,2023-10-03,GCC,Email,Bronze,51,1,4,12,1,1,4,1,3078.37,256.53,0.234,1,2,2,0,0.401,13.2,1
107717,2023-08-16,India,WhatsApp,Silver,91,1,1,4,2,0,0,0,3360.68,840.17,0.486,0,2,1,1,0.541,15.6,1
107718,2024-09-07,UAE,WhatsApp,Bronze,131,1,2,2,0,2,0,0,691.89,345.94,0.434,0,1,1,0,0.408,9.1,0
